College_ID,IQ,Previous_Sem_Percentage,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Project_Count,Placement,Average_Score
CLG0063,107,8.27,8.56,1,0,3,2,5,Not Placed,41.28
CLG0083,104,5.95,5.72,3,0,0,5,3,Not Placed,38.56
CLG0074,92,7.67,7.47,4,0,5,8,5,Not Placed,35.71
CLG0009,92,6.59,6.16,2,0,5,9,2,Placed,34.92
CLG0087,82,7.63,7.42,2,0,2,7,3,Not Placed,32.35
CLG0030,126,8.9,8.49,6,0,0,9,5,Placed,47.8
CLG0086,100,8.84,8.84,6,0,4,9,4,Not Placed,39.23
CLG0059,96,6.77,6.98,3,0,0,8,4,Placed,36.58
CLG0055,86,8.47,8.72,8,0,2,7,1,Placed,34.4
CLG0093,144,9.71,9.27,3,0,7,6,0,Not Placed,54.33
CLG0070,83,8.13,7.97,2,0,9,3,4,Not Placed,33.03
CLG0050,93,5.74,5.53,5,0,8,8,4,Not Placed,34.76
CLG0061,106,8.4,8.0,7,0,2,3,1,Not Placed,40.8
CLG0035,109,5.52,5.38,1,0,8,9,4,Not Placed,39.97
CLG0014,114,9.36,9.16,2,0,6,9,4,Not Placed,44.17
CLG0069,127,7.58,7.71,2,0,7,10,5,Not Placed,47.43
CLG0046,107,6.93,7.31,8,0,5,10,2,Not Placed,40.41
CLG0082,84,5.29,5.24,10,0,4,9,1,Placed,31.51
CLG0035,96,6.9,7.15,6,0,9,4,3,Placed,36.68
CLG0094,104,9.52,9.17,4,0,7,9,3,Not Placed,40.9
CLG0071,131,5.1,5.49,4,0,1,2,0,Not Placed,47.2
CLG0098,79,7.37,7.02,5,0,6,1,0,Placed,31.13
CLG0042,118,9.66,9.35,3,0,0,8,4,Placed,45.67
CLG0053,102,6.97,6.58,4,0,6,6,4,Not Placed,38.52
CLG0019,112,7.14,6.95,4,0,5,10,3,Placed,42.03
CLG0045,98,7.89,7.94,7,0,3,9,1,Not Placed,37.94
CLG0054,87,7.31,7.8,7,0,2,9,2,Not Placed,34.04
CLG0064,111,5.84,6.13,1,0,8,3,5,Placed,40.99
CLG0075,109,5.09,4.97,3,0,5,2,0,Placed,39.69
CLG0041,114,8.05,8.13,9,0,5,7,4,Placed,43.39
CLG0017,99,9.6,9.72,6,0,0,5,0,Placed,39.44
CLG0011,91,5.53,5.85,6,0,4,10,3,Placed,34.13
CLG0092,76,6.05,6.29,4,0,6,6,1,Placed,29.45
CLG0003,112,6.85,6.92,10,0,3,5,3,Not Placed,41.92
CLG0010,106,9.04,9.21,9,0,1,4,2,Placed,41.42
CLG0024,85,6.35,6.6,3,0,8,1,1,Placed,32.65
CLG0097,91,9.41,9.04,8,0,5,4,2,Placed,36.48
CLG0056,92,5.27,4.97,6,0,8,10,2,Not Placed,34.08
CLG0026,77,9.7,9.89,2,0,7,3,1,Not Placed,32.2
CLG0069,87,7.8,8.15,3,0,0,3,2,Not Placed,34.32
CLG0024,82,8.29,8.2,1,0,1,5,0,Placed,32.83
CLG0044,93,6.84,7.32,3,0,1,1,4,Placed,35.72
CLG0026,88,8.91,8.63,4,0,1,6,1,Not Placed,35.18
CLG0071,75,5.83,5.75,6,0,3,2,3,Not Placed,28.86
CLG0076,130,5.24,5.12,10,0,6,1,3,Not Placed,46.79
CLG0057,118,6.98,7.41,7,0,6,8,4,Placed,44.13
CLG0036,88,9.27,9.06,3,0,0,10,3,Placed,35.44
CLG0017,104,8.77,8.74,7,0,7,3,4,Placed,40.5
CLG0080,106,7.59,7.28,4,0,3,6,0,Not Placed,40.29
CLG0095,117,7.86,7.88,1,0,7,2,3,Not Placed,44.25
CLG0018,87,5.65,6.01,1,0,9,5,3,Placed,32.89
CLG0096,116,9.2,9.0,8,0,8,9,0,Placed,44.73
CLG0066,91,8.93,9.24,10,0,6,7,3,Placed,36.39
CLG0010,79,8.28,8.69,7,0,2,4,3,Not Placed,31.99
CLG0061,110,7.33,6.9,4,0,2,3,0,Not Placed,41.41
CLG0039,119,9.82,10.08,1,0,4,9,5,Placed,46.3
CLG0014,138,9.4,9.16,6,0,6,4,0,Not Placed,52.19
CLG0047,82,8.22,7.9,10,0,6,5,5,Not Placed,32.71
CLG0010,110,6.86,6.96,7,0,8,6,0,Placed,41.27
CLG0055,93,8.09,8.3,6,0,0,10,5,Placed,36.46
CLG0092,111,7.88,7.77,6,0,2,5,3,Not Placed,42.22
CLG0024,77,6.97,6.51,8,0,0,9,4,Placed,30.16
CLG0040,81,6.53,6.94,6,0,5,1,5,Placed,31.49
CLG0063,88,7.04,7.27,2,0,9,6,4,Not Placed,34.1
CLG0034,101,7.87,7.64,7,0,6,4,1,Placed,38.84
CLG0049,90,7.14,7.14,10,0,1,4,1,Placed,34.76
CLG0063,109,6.32,5.85,4,0,8,3,3,Not Placed,40.39
CLG0009,115,8.8,8.64,3,0,4,5,3,Placed,44.15
CLG0047,108,7.66,7.68,8,0,2,8,4,Not Placed,41.11
CLG0093,124,5.34,5.36,10,0,6,4,2,Placed,44.9
CLG0045,106,6.84,6.55,5,0,6,7,1,Placed,39.8
CLG0036,81,9.42,9.7,4,0,0,8,4,Placed,33.37
CLG0009,120,8.78,8.58,4,0,5,5,3,Not Placed,45.79
CLG0011,90,6.62,6.7,5,0,2,10,1,Placed,34.44
CLG0085,113,9.69,9.46,4,0,6,1,1,Placed,44.05
CLG0077,123,5.38,5.31,3,0,4,8,5,Not Placed,44.56
CLG0024,106,9.81,9.52,4,0,3,10,1,Not Placed,41.78
CLG0001,77,6.23,6.36,10,0,9,3,3,Placed,29.86
CLG0099,86,5.05,4.98,5,0,6,4,4,Placed,32.01
CLG0099,119,7.17,6.69,2,0,6,10,2,Placed,44.29
CLG0061,97,6.79,6.32,7,0,7,7,3,Not Placed,36.7
CLG0085,101,7.7,7.67,5,0,4,9,1,Placed,38.79
CLG0069,111,8.98,8.66,9,0,3,4,5,Placed,42.88
CLG0021,110,9.21,9.3,6,0,0,4,5,Placed,42.84
CLG0004,104,7.01,6.92,1,0,3,6,0,Not Placed,39.31
CLG0097,96,7.15,7.3,9,0,10,9,4,Not Placed,36.82
CLG0100,95,5.74,6.19,5,0,9,4,3,Placed,35.64
CLG0058,112,5.24,5.27,9,0,0,10,1,Placed,40.84
CLG0072,108,8.21,8.5,1,0,6,8,2,Placed,41.57
CLG0093,96,5.32,5.57,2,0,5,3,5,Placed,35.63
CLG0007,116,8.67,9.09,3,0,6,2,1,Not Placed,44.59
CLG0001,98,7.7,7.41,5,0,7,4,1,Placed,37.7
CLG0069,87,5.99,6.32,6,0,5,4,3,Placed,33.1
CLG0077,88,7.7,8.11,5,0,1,7,5,Not Placed,34.6
CLG0064,85,5.91,5.8,1,0,1,7,2,Not Placed,32.24
CLG0090,95,7.19,7.0,4,0,8,9,5,Not Placed,36.4
CLG0076,118,9.0,9.45,6,0,5,10,0,Not Placed,45.48
CLG0008,87,7.31,7.44,4,0,5,2,5,Not Placed,33.92
CLG0060,102,5.74,5.62,4,0,0,4,5,Placed,37.79
CLG0034,90,8.62,8.91,5,0,7,3,3,Not Placed,35.84
CLG0086,96,5.93,5.73,8,0,10,3,5,Placed,35.89
CLG0009,77,8.69,8.37,5,0,7,7,4,Placed,31.35
CLG0073,96,7.4,7.44,7,0,3,10,2,Not Placed,36.95
CLG0045,97,7.27,7.34,8,0,6,6,0,Placed,37.2
CLG0082,108,9.26,9.59,6,0,8,3,0,Not Placed,42.28
CLG0017,103,8.54,8.5,6,0,10,8,2,Not Placed,40.01
CLG0007,82,5.16,5.47,2,0,0,8,4,Not Placed,30.88
CLG0051,116,6.48,6.29,10,0,4,7,1,Not Placed,42.92
CLG0098,103,9.35,9.43,5,0,7,9,3,Not Placed,40.59
CLG0016,102,5.09,4.8,1,0,6,3,4,Not Placed,37.3
CLG0057,99,7.73,7.62,9,0,9,5,5,Placed,38.12
CLG0092,92,8.64,9.0,7,0,3,6,0,Placed,36.55
CLG0025,103,8.11,7.83,2,0,2,9,5,Placed,39.65
CLG0022,107,8.8,9.11,6,0,0,4,4,Placed,41.64
CLG0055,73,8.63,8.41,10,0,2,5,1,Not Placed,30.01
CLG0034,91,8.46,7.99,9,0,1,9,5,Not Placed,35.82
CLG0015,96,9.11,8.72,5,0,4,4,4,Placed,37.94
CLG0016,103,8.23,8.48,3,0,0,2,4,Placed,39.9
CLG0016,117,7.01,6.77,10,0,3,9,5,Placed,43.59
CLG0038,88,7.36,7.51,4,0,7,3,0,Placed,34.29
CLG0086,92,8.58,8.78,3,0,8,6,4,Placed,36.45
CLG0093,92,9.38,9.23,1,0,0,9,5,Placed,36.87
CLG0032,87,6.36,6.33,10,0,2,3,3,Placed,33.23
CLG0043,94,6.71,6.61,7,0,5,8,2,Placed,35.77
CLG0088,111,9.65,10.1,8,0,4,9,5,Not Placed,43.58
CLG0050,84,7.89,7.71,2,0,0,3,0,Placed,33.2
CLG0087,106,5.89,5.57,8,0,1,3,2,Not Placed,39.15
CLG0057,74,8.32,8.19,9,0,1,4,4,Placed,30.17
CLG0038,91,9.95,10.12,7,0,6,1,1,Placed,37.02
CLG0023,95,9.12,9.32,1,0,5,2,5,Placed,37.81
CLG0089,125,8.73,9.15,4,0,5,1,5,Not Placed,47.63
CLG0090,95,6.04,6.42,7,0,0,3,0,Placed,35.82
CLG0036,66,9.38,9.17,6,0,0,6,4,Not Placed,28.18
CLG0050,70,7.63,7.59,8,0,3,8,4,Not Placed,28.41
CLG0098,100,9.45,9.7,6,0,9,5,1,Not Placed,39.72
CLG0013,109,6.65,7.07,10,0,5,8,4,Not Placed,40.91
CLG0097,105,5.31,5.15,6,0,10,6,3,Placed,38.49
CLG0004,102,7.38,7.32,10,0,5,1,1,Placed,38.9
CLG0036,117,6.35,6.75,6,0,4,3,0,Placed,43.37
CLG0063,91,8.58,8.44,7,0,3,2,0,Not Placed,36.01
CLG0084,113,9.79,9.77,5,0,1,6,2,Not Placed,44.19
CLG0093,75,8.45,8.85,9,0,6,8,3,Not Placed,30.77
CLG0079,86,9.43,9.73,7,0,5,6,5,Placed,35.05
CLG0054,72,7.27,7.01,1,0,6,4,3,Placed,28.76
CLG0079,95,8.86,8.68,9,0,2,4,0,Placed,37.51
CLG0077,99,9.22,9.07,6,0,0,9,4,Not Placed,39.1
CLG0060,101,8.55,8.96,8,0,0,1,5,Not Placed,39.5
CLG0014,100,7.54,8.04,9,0,3,2,3,Not Placed,38.53
CLG0060,86,8.13,8.4,2,0,3,4,3,Placed,34.18
CLG0060,97,8.5,8.48,2,0,6,3,4,Not Placed,37.99
CLG0022,77,6.27,5.78,5,0,6,9,1,Not Placed,29.68
CLG0065,120,9.05,9.25,5,0,3,5,4,Placed,46.1
CLG0065,95,9.75,9.64,10,0,6,8,2,Not Placed,38.13
CLG0031,92,7.33,7.46,10,0,7,4,2,Placed,35.6
CLG0097,123,8.51,8.62,2,0,8,4,5,Not Placed,46.71
CLG0065,81,8.69,8.67,10,0,5,10,0,Placed,32.79
CLG0088,83,8.31,8.75,4,0,3,3,1,Not Placed,33.35
CLG0022,83,7.74,7.26,9,0,9,9,3,Placed,32.67
CLG0087,98,9.41,9.62,4,0,1,10,5,Placed,39.01
CLG0066,106,7.24,7.15,1,0,8,2,0,Placed,40.13
CLG0086,111,5.31,5.52,5,0,6,3,0,Placed,40.61
CLG0073,138,9.22,9.4,2,0,5,3,5,Placed,52.21
CLG0004,66,8.37,7.88,6,0,3,3,5,Placed,27.42
CLG0089,109,9.25,9.04,1,0,3,4,3,Not Placed,42.43
CLG0079,91,5.69,5.38,7,0,1,5,3,Placed,34.02
CLG0088,91,5.15,4.82,7,0,0,6,4,Not Placed,33.66
CLG0007,90,9.67,9.9,4,0,4,5,2,Not Placed,36.52
CLG0072,86,5.74,5.48,9,0,5,9,3,Placed,32.41
CLG0027,125,9.05,9.02,3,0,9,7,4,Placed,47.69
CLG0091,112,9.12,8.87,5,0,8,7,2,Placed,43.33
CLG0045,100,8.54,8.62,5,0,0,7,1,Not Placed,39.05
CLG0099,120,5.66,5.88,8,0,4,7,1,Not Placed,43.85
CLG0061,77,8.34,8.17,10,0,10,2,1,Not Placed,31.17
CLG0094,80,9.45,9.55,10,0,4,8,3,Not Placed,33.0
CLG0039,67,7.13,7.45,4,0,8,10,2,Placed,27.19
CLG0093,89,7.07,6.66,1,0,10,1,5,Placed,34.24
CLG0005,102,7.21,7.42,5,0,10,6,2,Not Placed,38.88
CLG0082,101,5.41,5.23,1,0,3,3,1,Placed,37.21
CLG0079,102,9.46,9.08,3,0,2,6,0,Placed,40.18
CLG0090,78,9.35,9.4,6,0,2,6,2,Placed,32.25
CLG0055,112,9.99,9.72,1,0,5,8,2,Placed,43.9
CLG0002,103,7.93,8.25,10,0,10,4,4,Placed,39.73
CLG0095,110,8.76,8.3,3,0,0,3,1,Not Placed,42.35
CLG0025,71,6.01,5.61,7,0,0,2,0,Not Placed,27.54
CLG0089,104,8.34,8.36,2,0,0,6,4,Placed,40.23
CLG0032,82,8.25,8.34,6,0,6,3,0,Placed,32.86
CLG0058,94,9.51,9.74,7,0,4,4,5,Placed,37.75
CLG0022,108,9.15,8.91,2,0,10,9,0,Not Placed,42.02
CLG0052,101,9.69,10.03,5,0,8,7,5,Placed,40.24
CLG0074,87,9.34,9.79,10,0,10,1,0,Not Placed,35.38
CLG0061,100,9.34,9.34,10,0,2,4,3,Placed,39.56
CLG0100,77,5.32,5.58,1,0,5,8,2,Placed,29.3
CLG0076,117,9.23,9.25,3,0,6,10,2,Placed,45.16
CLG0021,96,8.04,7.61,1,0,2,4,4,Placed,37.22
CLG0062,116,6.9,6.73,3,0,8,1,5,Not Placed,43.21
CLG0015,92,5.28,4.87,4,0,1,10,0,Not Placed,34.05
CLG0011,92,8.39,8.88,5,0,6,2,0,Not Placed,36.42
CLG0046,88,6.64,6.37,4,0,9,5,2,Not Placed,33.67
CLG0071,113,7.34,7.48,4,0,3,6,5,Placed,42.61
CLG0088,89,8.41,8.19,9,0,8,1,0,Not Placed,35.2
CLG0030,109,9.56,9.71,9,0,6,5,0,Not Placed,42.76
CLG0014,94,9.13,8.84,9,0,7,8,0,Not Placed,37.32
CLG0040,70,7.25,7.54,5,0,10,8,1,Not Placed,28.26
CLG0070,91,6.94,6.55,5,0,9,2,1,Not Placed,34.83
CLG0050,82,6.2,6.6,2,0,2,9,1,Placed,31.6
CLG0046,100,6.86,7.2,6,0,5,2,5,Not Placed,38.02
CLG0072,82,5.56,5.74,2,0,3,4,5,Placed,31.1
CLG0036,113,9.86,9.43,10,0,3,10,4,Placed,44.1
CLG0056,98,7.87,7.58,5,0,1,4,0,Placed,37.82
CLG0012,97,5.64,6.0,5,0,10,4,1,Not Placed,36.21
CLG0069,109,6.76,6.38,4,0,9,7,1,Placed,40.71
CLG0077,114,7.74,7.4,5,0,8,8,3,Placed,43.05
CLG0019,99,7.66,7.7,7,0,10,8,4,Placed,38.12
CLG0022,88,5.18,4.95,10,0,0,4,1,Placed,32.71
CLG0012,73,9.75,9.47,2,0,0,4,1,Placed,30.74
CLG0032,89,6.38,6.46,1,0,6,6,1,Placed,33.95
CLG0038,90,5.08,4.95,4,0,9,9,3,Placed,33.34
CLG0061,101,5.38,5.02,7,0,6,5,3,Placed,37.13
CLG0038,94,7.9,7.93,1,0,3,2,4,Not Placed,36.61
CLG0081,110,5.69,5.58,4,0,7,9,0,Not Placed,40.42
CLG0090,90,5.21,5.44,6,0,4,9,0,Placed,33.55
CLG0080,99,6.9,6.5,6,0,5,1,5,Placed,37.47
CLG0012,117,8.11,8.23,1,0,3,9,4,Placed,44.45
CLG0046,105,5.56,5.5,7,0,2,7,5,Placed,38.69
CLG0080,99,6.57,6.48,5,0,1,1,0,Not Placed,37.35
CLG0069,90,7.09,6.82,6,0,7,2,2,Placed,34.64
CLG0072,90,5.8,5.33,1,0,10,2,5,Not Placed,33.71
CLG0071,87,7.53,7.88,7,0,4,8,0,Not Placed,34.14
CLG0091,91,5.43,5.26,4,0,9,1,3,Not Placed,33.9
CLG0026,111,5.23,5.41,3,0,5,3,3,Not Placed,40.55
CLG0077,96,7.6,8.05,4,0,5,1,1,Placed,37.22
CLG0099,79,6.24,6.3,9,0,3,5,3,Placed,30.51
CLG0046,126,5.48,5.38,5,0,8,4,2,Not Placed,45.62
CLG0017,104,7.12,6.89,5,0,6,3,2,Placed,39.34
CLG0007,78,9.58,10.01,8,0,9,8,2,Not Placed,32.53
CLG0073,93,8.62,8.8,7,0,7,7,1,Placed,36.81
CLG0074,101,9.08,9.25,3,0,6,4,0,Not Placed,39.78
CLG0064,125,9.36,9.29,1,0,3,1,1,Placed,47.88
CLG0042,83,9.86,10.21,2,0,8,7,3,Not Placed,34.36
CLG0053,114,8.82,9.03,3,0,1,3,2,Not Placed,43.95
CLG0014,120,8.04,7.82,1,0,4,5,1,Placed,45.29
CLG0037,90,6.83,6.93,1,0,1,8,5,Placed,34.59
CLG0013,95,5.91,5.84,8,0,7,9,1,Not Placed,35.58
CLG0072,84,8.43,7.94,8,0,8,10,2,Placed,33.46
CLG0052,96,9.97,10.28,2,0,2,10,4,Placed,38.75
CLG0074,99,7.34,6.96,8,0,4,7,2,Not Placed,37.77
CLG0033,109,8.62,8.63,2,0,8,6,4,Not Placed,42.08
CLG0020,116,7.48,7.32,5,0,5,5,2,Placed,43.6
CLG0068,88,7.16,7.0,1,0,2,5,0,Placed,34.05
CLG0001,70,7.05,7.03,9,0,5,4,4,Placed,28.03
CLG0083,99,7.52,8.02,4,0,8,7,4,Placed,38.18
CLG0088,104,6.83,6.74,10,0,10,1,5,Placed,39.19
CLG0061,103,8.74,8.42,2,0,10,3,1,Not Placed,40.05
CLG0054,95,9.37,9.48,1,0,9,6,4,Not Placed,37.95
CLG0075,101,9.41,9.15,6,0,6,10,3,Placed,39.85
CLG0086,122,6.14,5.75,8,0,3,1,1,Placed,44.63
CLG0037,105,9.48,9.03,4,0,3,7,1,Not Placed,41.17
CLG0067,94,6.71,6.23,1,0,0,2,5,Not Placed,35.65
CLG0081,92,6.55,6.48,1,0,2,7,0,Not Placed,35.01
CLG0040,97,8.63,8.56,6,0,8,4,1,Not Placed,38.06
CLG0020,124,6.52,6.21,2,0,0,9,1,Placed,45.58
CLG0035,97,5.26,5.54,5,0,1,5,3,Not Placed,35.93
CLG0040,99,6.87,6.5,2,0,1,1,1,Not Placed,37.46
CLG0079,92,8.61,9.03,9,0,7,4,4,Placed,36.55
CLG0075,116,6.63,6.72,2,0,5,4,5,Placed,43.12
CLG0013,129,8.15,7.68,5,0,6,4,5,Placed,48.28
CLG0090,106,8.3,8.76,4,0,10,3,0,Placed,41.02
CLG0023,101,8.67,8.48,1,0,3,3,5,Not Placed,39.38
CLG0013,100,9.49,9.44,10,0,10,10,5,Not Placed,39.64
CLG0048,64,7.16,6.94,9,0,3,5,3,Placed,26.03
CLG0050,111,5.83,6.06,3,0,3,5,5,Placed,40.96
CLG0080,102,6.59,6.58,10,0,5,2,2,Not Placed,38.39
CLG0078,106,7.16,6.79,8,0,3,10,2,Placed,39.98
CLG0052,89,8.57,8.17,4,0,0,10,2,Placed,35.25
CLG0098,94,5.07,5.3,9,0,0,9,3,Placed,34.79
CLG0093,93,6.58,6.32,5,0,7,3,2,Placed,35.3
CLG0092,115,8.9,8.54,2,0,1,4,4,Placed,44.15
CLG0027,94,8.35,8.35,8,0,8,2,2,Not Placed,36.9
CLG0038,131,8.66,8.96,4,0,9,8,2,Not Placed,49.54
CLG0077,106,9.06,8.84,2,0,7,7,0,Not Placed,41.3
CLG0067,80,8.92,8.7,6,0,0,3,2,Not Placed,32.54
CLG0069,98,8.41,8.74,1,0,9,5,2,Not Placed,38.38
CLG0059,90,7.2,6.85,8,0,10,1,1,Not Placed,34.68
CLG0080,67,9.92,10.04,9,0,7,6,4,Placed,28.99
CLG0031,123,7.85,8.31,7,0,8,10,3,Not Placed,46.39
CLG0086,110,6.01,6.35,9,0,3,6,0,Placed,40.79
CLG0003,107,6.46,6.02,2,0,6,5,3,Placed,39.83
CLG0069,102,8.47,8.29,1,0,3,9,2,Placed,39.59
CLG0067,79,9.62,9.26,7,0,2,4,1,Placed,32.63
CLG0079,92,5.89,6.34,4,0,10,2,2,Not Placed,34.74
CLG0098,112,5.41,5.9,10,0,0,7,2,Placed,41.1
CLG0015,84,9.41,9.14,8,0,1,5,5,Not Placed,34.18
CLG0027,62,9.58,9.75,3,0,6,7,5,Placed,27.11
CLG0077,96,6.38,6.72,7,0,5,7,0,Not Placed,36.37
CLG0098,97,6.89,6.62,7,0,7,7,0,Placed,36.84
CLG0018,102,8.3,7.99,10,0,10,3,3,Placed,39.43
CLG0010,110,6.65,6.16,9,0,2,5,2,Placed,40.94
CLG0032,109,9.39,9.3,4,0,5,1,5,Placed,42.56
CLG0068,103,5.54,5.94,10,0,5,6,3,Not Placed,38.16
CLG0066,117,5.19,5.59,1,0,1,4,2,Placed,42.59
CLG0030,77,6.04,5.67,7,0,0,2,0,Not Placed,29.57
CLG0052,107,6.43,6.13,10,0,1,3,1,Placed,39.85
CLG0095,109,5.56,5.47,6,0,8,3,5,Not Placed,40.01
CLG0057,81,5.33,5.61,1,0,5,1,5,Placed,30.65
CLG0046,77,8.78,8.89,9,0,2,7,3,Not Placed,31.56
CLG0003,88,5.82,5.83,10,0,9,10,3,Placed,33.22
CLG0063,90,9.57,9.66,8,0,6,3,4,Placed,36.41
CLG0044,111,6.84,6.44,10,0,0,7,5,Placed,41.43
CLG0069,90,8.35,8.33,4,0,7,10,4,Not Placed,35.56
CLG0098,87,6.13,6.62,5,0,9,10,1,Not Placed,33.25
CLG0078,90,6.2,5.79,8,0,6,9,5,Placed,34.0
CLG0055,116,7.87,7.89,2,0,2,6,4,Not Placed,43.92
CLG0058,100,7.8,7.6,6,0,3,8,1,Placed,38.47
CLG0062,97,8.84,8.88,10,0,10,1,2,Placed,38.24
CLG0007,98,8.79,8.86,2,0,6,8,4,Not Placed,38.55
CLG0079,119,8.35,8.43,8,0,3,8,4,Placed,45.26
CLG0019,88,7.25,7.6,5,0,4,3,3,Placed,34.28
CLG0019,119,9.45,9.34,10,0,0,6,1,Placed,45.93
CLG0081,103,8.11,8.13,3,0,4,6,3,Placed,39.75
CLG0048,97,9.95,9.46,2,0,9,7,4,Not Placed,38.8
CLG0077,137,9.1,9.39,4,0,9,3,5,Placed,51.83
CLG0057,84,5.22,4.98,8,0,3,10,2,Not Placed,31.4
CLG0021,94,6.6,6.92,1,0,2,1,0,Placed,35.84
CLG0001,81,7.86,7.63,10,0,8,9,1,Not Placed,32.16
CLG0082,114,8.61,8.12,3,0,0,6,1,Not Placed,43.58
CLG0024,125,7.75,7.4,1,0,9,5,2,Not Placed,46.72
CLG0030,125,8.93,9.42,2,0,4,2,2,Placed,47.78
CLG0062,118,6.41,6.23,10,0,9,4,1,Not Placed,43.55
CLG0071,97,5.92,5.53,7,0,1,5,1,Not Placed,36.15
CLG0027,94,5.27,4.89,1,0,4,10,2,Placed,34.72
CLG0052,74,7.87,7.68,9,0,4,4,5,Placed,29.85
CLG0027,130,8.44,7.98,8,0,9,10,2,Placed,48.81
CLG0067,107,6.63,6.64,1,0,10,4,2,Placed,40.09
CLG0080,92,8.07,7.78,10,0,0,6,4,Not Placed,35.95
CLG0004,119,5.26,5.28,1,0,3,4,5,Placed,43.18
CLG0045,85,5.5,5.14,2,0,6,9,1,Placed,31.88
CLG0057,106,8.51,8.44,2,0,0,2,1,Placed,40.98
CLG0001,97,6.84,6.94,6,0,9,5,2,Not Placed,36.93
CLG0097,109,8.36,7.92,1,0,1,3,3,Placed,41.76
CLG0044,99,9.16,9.06,4,0,3,8,0,Placed,39.07
CLG0090,78,9.26,9.06,7,0,9,3,1,Placed,32.11
CLG0067,101,5.86,5.6,9,0,1,8,4,Placed,37.49
CLG0004,115,7.43,7.53,10,0,1,8,0,Placed,43.32
CLG0033,99,8.67,8.76,3,0,0,2,3,Placed,38.81
CLG0050,111,8.87,9.0,4,0,1,10,5,Not Placed,42.96
CLG0005,84,8.92,8.58,5,0,2,7,4,Placed,33.83
CLG0093,99,6.14,5.93,5,0,3,6,2,Placed,37.02
CLG0052,90,5.96,5.67,2,0,0,1,3,Not Placed,33.88
CLG0011,111,7.95,7.99,5,0,0,2,2,Not Placed,42.31
CLG0003,100,8.71,8.67,10,0,6,4,4,Not Placed,39.13
CLG0018,110,6.6,6.43,1,0,4,2,4,Not Placed,41.01
CLG0030,116,5.52,5.81,7,0,6,5,2,Not Placed,42.44
CLG0081,110,8.58,8.17,5,0,9,3,0,Not Placed,42.25
CLG0046,104,6.5,6.97,6,0,8,6,1,Not Placed,39.16
CLG0094,85,5.83,5.45,9,0,0,9,1,Placed,32.09
CLG0094,99,5.74,6.01,3,0,7,10,5,Not Placed,36.92
CLG0097,92,6.57,6.44,1,0,9,7,4,Not Placed,35.0
CLG0017,94,7.96,8.33,8,0,3,5,3,Not Placed,36.76
CLG0039,94,6.79,6.36,2,0,8,1,2,Placed,35.72
CLG0080,85,5.1,4.97,2,0,1,1,3,Placed,31.69
CLG0033,70,5.48,5.32,10,0,8,1,2,Placed,26.93
CLG0066,89,6.45,6.94,4,0,7,3,3,Placed,34.13
CLG0066,102,8.3,8.79,5,0,5,7,5,Not Placed,39.7
CLG0088,79,5.49,5.18,1,0,4,9,2,Not Placed,29.89
CLG0005,100,7.8,7.93,3,0,2,6,4,Placed,38.58
CLG0036,128,5.6,5.64,8,0,0,7,0,Placed,46.41
CLG0003,115,6.06,5.71,6,0,5,3,1,Not Placed,42.26
CLG0032,124,5.86,5.53,3,0,9,8,3,Placed,45.13
CLG0014,105,5.34,5.83,7,0,4,10,5,Placed,38.72
CLG0038,117,8.36,8.31,6,0,7,6,1,Not Placed,44.56
CLG0005,89,7.32,6.95,5,0,0,3,3,Not Placed,34.42
CLG0046,90,9.16,8.87,8,0,9,2,4,Placed,36.01
CLG0090,58,5.49,5.26,8,0,0,9,5,Not Placed,22.92
CLG0056,117,5.72,5.73,3,0,6,7,4,Placed,42.82
CLG0081,123,6.53,6.37,8,0,7,10,3,Placed,45.3
CLG0060,91,8.83,8.79,10,0,9,10,3,Placed,36.21
CLG0083,96,6.53,6.2,9,0,0,9,3,Not Placed,36.24
CLG0075,88,7.04,6.87,10,0,8,4,5,Not Placed,33.97
CLG0007,105,6.51,6.08,3,0,6,4,4,Not Placed,39.2
CLG0013,116,5.4,5.79,8,0,6,6,0,Not Placed,42.4
CLG0025,73,9.7,9.4,8,0,7,2,0,Not Placed,30.7
CLG0012,106,7.74,8.0,7,0,7,10,3,Not Placed,40.58
CLG0031,95,8.94,8.79,8,0,0,1,2,Placed,37.58
CLG0092,101,8.29,8.26,1,0,3,10,0,Placed,39.18
CLG0015,106,7.57,7.36,3,0,10,3,4,Placed,40.31
CLG0097,97,5.45,5.65,6,0,8,5,4,Placed,36.03
CLG0011,98,8.21,8.55,7,0,2,2,5,Placed,38.25
CLG0032,96,5.78,5.57,7,0,5,9,4,Placed,35.78
CLG0080,114,7.07,6.81,6,0,3,1,1,Placed,42.63
CLG0009,106,8.15,8.33,4,0,0,3,1,Placed,40.83
CLG0052,103,8.91,8.61,5,0,2,5,4,Placed,40.17
CLG0041,80,8.43,8.57,9,0,2,1,0,Not Placed,32.33
CLG0012,94,8.36,7.95,1,0,2,4,1,Placed,36.77
CLG0083,113,5.75,5.87,2,0,10,10,2,Placed,41.54
CLG0078,100,6.73,6.74,5,0,5,1,3,Placed,37.82
CLG0012,109,5.21,4.82,5,0,8,7,1,Not Placed,39.68
CLG0064,126,8.6,8.75,7,0,6,1,1,Not Placed,47.78
CLG0088,115,9.76,9.71,8,0,6,3,0,Placed,44.82
